Reference,MaterialSample-ID (received),MaterialSampleID,MaterialSample-ID (EMOBON),Sequence_batch,Gene,Sample_code,DNA_code,Concentration_ng_per_µl,Volume_µl,Quantity_vol,Tag,Code,Forward_read,Reverse_read,PCR_negative_control_extraction,PCR_negative_control_Code_1,PCR_negative_control_Code_2,Number_of_sequences,Comment_1,Comment_2,Run
EMOBON040385,Roscoff_BasBlo_S2_220512–230509_MF100,ARMS_Roscoff_BasBloS2_20220512_20230509_MF100_s1_r1,EMOBON_ROSKOGO_BasBloS2_220512_230509_MF100,Batch4,18S rRNA (V1-V2),DBN_AALJ,DBP_AALL,53,108,5724,DBN_AALJ,DBQ_AAXTOSTA_1_HJ5N5DRX5.UDI158-BID08,DBQ_AAXTOSTA_1_1_HJ5N5DRX5.UDI158-BID08_clean.fastq.gz,DBQ_AAXTOSTA_1_2_HJ5N5DRX5.UDI158-BID08_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,2852614,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040386,Roscoff_BasBlo_S2_220512–230509_MF500,ARMS_Roscoff_BasBloS2_20220512_20230509_MF500_s1_r1,EMOBON_ROSKOGO_BasBloS2_220512_230509_MF500,Batch4,18S rRNA (V1-V2),DBN_AALK,DBP_AALM,"3,24",108,"349,9",DBN_AALK,DBQ_AAXUOSTA_1_HJ5N5DRX5.UDI158-BID09,DBQ_AAXUOSTA_1_1_HJ5N5DRX5.UDI158-BID09_clean.fastq.gz,DBQ_AAXUOSTA_1_2_HJ5N5DRX5.UDI158-BID09_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,3554796,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040387,Roscoff_BasBlo_S2_220512–230509_SFA,ARMS_Roscoff_BasBloS2_20220512_20230509_SF_s1_r1,EMOBON_ROSKOGO_BasBloS2_220512_230509_SFA,Batch4,18S rRNA (V1-V2),DBN_AALL,DBP_AAPE,"3,69",108,"398,5",DBN_AALL,DBQ_ABAPOSTA_2_HGH7NDRX5.UDI133-BID15,DBQ_ABAPOSTA_2_1_HGH7NDRX5.UDI133-BID15_clean.fastq.gz,DBQ_ABAPOSTA_2_2_HGH7NDRX5.UDI133-BID15_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,4429958,,ARMS organisms sample from station ROSKOGO,240910_JARVIS_HGH7NDRX5
EMOBON040388,Roscoff_BasBlo_S3_220512–230509_MF100,ARMS_Roscoff_BasBloS3_20220512_20230509_MF100_s1_r1,EMOBON_ROSKOGO_BasBloS3_220512_230509_MF100,Batch4,18S rRNA (V1-V2),DBN_AALM,DBP_AALO,"44,2",108,"4773,6",DBN_AALM,DBQ_AAXVOSTA_1_HJ5N5DRX5.UDI158-BID11,DBQ_AAXVOSTA_1_1_HJ5N5DRX5.UDI158-BID11_clean.fastq.gz,DBQ_AAXVOSTA_1_2_HJ5N5DRX5.UDI158-BID11_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,3221092,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040389,Roscoff_BasBlo_S3_220512–230509_MF500,ARMS_Roscoff_BasBloS3_20220512_20230509_MF500_s1_r1,EMOBON_ROSKOGO_BasBloS3_220512_230509_MF500,Batch4,18S rRNA (V1-V2),DBN_AALN,DBP_AALP,"22,9",108,"2473,2",DBN_AALN,DBQ_AAXWOSTA_1_HJ5N5DRX5.UDI158-BID13,DBQ_AAXWOSTA_1_1_HJ5N5DRX5.UDI158-BID13_clean.fastq.gz,DBQ_AAXWOSTA_1_2_HJ5N5DRX5.UDI158-BID13_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,7632664,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040390,Roscoff_BasBlo_S3_220512–230509_SFA,ARMS_Roscoff_BasBloS3_20220512_20230509_SF_s1_r1,EMOBON_ROSKOGO_BasBloS3_220512_230509_SFA,Batch4,18S rRNA (V1-V2),DBN_AALO,DBP_AAPF,1.677,108,"181,1",DBN_AALO,DBQ_ABHCOSTA_2_HJ5N5DRX5.UDI343-BID11,DBQ_ABHCOSTA_2_1_HJ5N5DRX5.UDI343-BID11_clean.fastq.gz,DBQ_ABHCOSTA_2_2_HJ5N5DRX5.UDI343-BID11_clean.fastq.gz,CDW_AAJQ,CEB_DMN,CEB_DMO,5306855,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040391,Roscoff_MarBlo_S1_220512–230515_MF100,ARMS_Roscoff_MarBloR1_20220512_20230515_MF100_s1_r1,EMOBON_ROSKOGO_MarBloR1_220512_230515_MF100,Batch4,18S rRNA (V1-V2),DBN_AALP,DBP_AALR,"28,1",108,"3034,8",DBN_AALP,DBQ_AAXXOSTA_1_HJ5N5DRX5.UDI158-BID15,DBQ_AAXXOSTA_1_1_HJ5N5DRX5.UDI158-BID15_clean.fastq.gz,DBQ_AAXXOSTA_1_2_HJ5N5DRX5.UDI158-BID15_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,1951769,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040392,Roscoff_MarBlo_S1_220512–230515_MF500,ARMS_Roscoff_MarBloR1_20220512_20230515_MF500_s1_r1,EMOBON_ROSKOGO_MarBloR1_220512_230515_MF500,Batch4,18S rRNA (V1-V2),DBN_AALQ,DBP_AALS,"81,2",108,"8769,6",DBN_AALQ,DBQ_AAXYOSTA_1_HJ5N5DRX5.UDI158-BID16,DBQ_AAXYOSTA_1_1_HJ5N5DRX5.UDI158-BID16_clean.fastq.gz,DBQ_AAXYOSTA_1_2_HJ5N5DRX5.UDI158-BID16_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,5083770,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040393,Roscoff_MarBlo_S1_220512–230515_SFA,ARMS_Roscoff_MarBloR1_20220512_20230515_SF_s1_r1,EMOBON_ROSKOGO_MarBloR1_220512_230515_SFA,Batch4,18S rRNA (V1-V2),DBN_AALR,DBP_AALT,1.995,108,"215,5",DBN_AALR,DBQ_AAXZOSTA_2_HJ5N5DRX5.UDI170-BID01,DBQ_AAXZOSTA_2_1_HJ5N5DRX5.UDI170-BID01_clean.fastq.gz,DBQ_AAXZOSTA_2_2_HJ5N5DRX5.UDI170-BID01_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,3622260,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040394,Roscoff_MarBlo_S2_220512–230515_MF100,ARMS_Roscoff_MarBloR2_20220512_20230515_MF100_s1_r1,EMOBON_ROSKOGO_MarBloR2_220512_230515_MF100,Batch4,18S rRNA (V1-V2),DBN_AALS,DBP_AALU,"21,1",108,"2278,8",DBN_AALS,DBQ_AAYAOSTA_2_HJ5N5DRX5.UDI170-BID02,DBQ_AAYAOSTA_2_1_HJ5N5DRX5.UDI170-BID02_clean.fastq.gz,DBQ_AAYAOSTA_2_2_HJ5N5DRX5.UDI170-BID02_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,1804071,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040395,Roscoff_MarBlo_S2_220512–230515_MF500,ARMS_Roscoff_MarBloR2_20220512_20230515_MF500_s1_r1,EMOBON_ROSKOGO_MarBloR2_220512_230515_MF500,Batch4,18S rRNA (V1-V2),DBN_AALT,DBP_AALV,"64,4",108,"6955,2",DBN_AALT,DBQ_AAYBOSTA_2_HJ5N5DRX5.UDI170-BID04,DBQ_AAYBOSTA_2_1_HJ5N5DRX5.UDI170-BID04_clean.fastq.gz,DBQ_AAYBOSTA_2_2_HJ5N5DRX5.UDI170-BID04_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,2293231,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040396,Roscoff_MarBlo_S2_220512–230515_SFA,ARMS_Roscoff_MarBloR2_20220512_20230515_SF_s1_r1,EMOBON_ROSKOGO_MarBloR2_220512_230515_SFA,Batch4,18S rRNA (V1-V2),DBN_AALU,DBP_AAPG,"1,96",108,"211,7",DBN_AALU,DBQ_ABHDOSTA_2_HJ5N5DRX5.UDI343-BID13,DBQ_ABHDOSTA_2_1_HJ5N5DRX5.UDI343-BID13_clean.fastq.gz,DBQ_ABHDOSTA_2_2_HJ5N5DRX5.UDI343-BID13_clean.fastq.gz,CDW_AAJQ,CEB_DMN,CEB_DMO,6556650,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040397,Roscoff_MarBlo_S3_220512–230516_MF100,ARMS_Roscoff_MarBloR3_20220512_20230515_MF100_s1_r1,EMOBON_ROSKOGO_MarBloR3_220512_230516_MF100,Batch4,18S rRNA (V1-V2),DBN_AALV,DBP_AALX,"29,5",108,3186,DBN_AALV,DBQ_AAYCOSTA_2_HJ5N5DRX5.UDI170-BID05,DBQ_AAYCOSTA_2_1_HJ5N5DRX5.UDI170-BID05_clean.fastq.gz,DBQ_AAYCOSTA_2_2_HJ5N5DRX5.UDI170-BID05_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,5177430,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040398,Roscoff_MarBlo_S3_220512–230516_MF500,ARMS_Roscoff_MarBloR3_20220512_20230515_MF500_s1_r1,EMOBON_ROSKOGO_MarBloR3_220512_230516_MF500,Batch4,18S rRNA (V1-V2),DBN_AALW,DBP_AALY,110,108,11880,DBN_AALW,DBQ_AAYDOSTA_2_HJ5N5DRX5.UDI170-BID08,DBQ_AAYDOSTA_2_1_HJ5N5DRX5.UDI170-BID08_clean.fastq.gz,DBQ_AAYDOSTA_2_2_HJ5N5DRX5.UDI170-BID08_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,2928739,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040399,Roscoff_MarBlo_S3_220512–230516_SFA,ARMS_Roscoff_MarBloR3_20220512_20230515_SF_s1_r1,EMOBON_ROSKOGO_MarBloR3_220512_230516_SFA,Batch4,18S rRNA (V1-V2),DBN_AALX,DBP_AAPH,1.168,108,"126,1",DBN_AALX,DBQ_ABASOSTA_2_HGH7NDRX5.UDI169-BID15,DBQ_ABASOSTA_2_1_HGH7NDRX5.UDI169-BID15_clean.fastq.gz,DBQ_ABASOSTA_2_2_HGH7NDRX5.UDI169-BID15_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,2593407,,ARMS organisms sample from station ROSKOGO,240910_JARVIS_HGH7NDRX5
EMOBON040400,Roscoff_MarBlo_S1_230608–230904_MF100,ARMS_Roscoff_MarBloR1_20230608_20230904_MF100_s1_r1,EMOBON_ROSKOGO_MarBloR1_230608_230904_MF100,Batch4,18S rRNA (V1-V2),DBN_AALY,DBP_AAMA,"30,5",108,3294,DBN_AALY,DBQ_AAYEOSTA_2_HJ5N5DRX5.UDI170-BID09,DBQ_AAYEOSTA_2_1_HJ5N5DRX5.UDI170-BID09_clean.fastq.gz,DBQ_AAYEOSTA_2_2_HJ5N5DRX5.UDI170-BID09_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,4665543,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040401,Roscoff_MarBlo_S1_230608–230904_MF500,ARMS_Roscoff_MarBloR1_20230608_20230904_MF500_s1_r1,EMOBON_ROSKOGO_MarBloR1_230608_230904_MF500,Batch4,18S rRNA (V1-V2),DBN_AALZ,DBP_AAMB,"71,2",108,"7689,6",DBN_AALZ,DBQ_AAYFOSTA_2_HJ5N5DRX5.UDI170-BID11,DBQ_AAYFOSTA_2_1_HJ5N5DRX5.UDI170-BID11_clean.fastq.gz,DBQ_AAYFOSTA_2_2_HJ5N5DRX5.UDI170-BID11_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,3213568,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040402,Roscoff_MarBlo_S1_230608–230904_SFA,ARMS_Roscoff_MarBloR1_20230608_20230904_SF_s1_r1,EMOBON_ROSKOGO_MarBloR1_230608_230904_SFA,Batch4,18S rRNA (V1-V2),DBN_AAMA,DBP_AAMC,"6,55",108,"707,4",DBN_AAMA,DBQ_AAYGOSTA_2_HJ5N5DRX5.UDI170-BID13,DBQ_AAYGOSTA_2_1_HJ5N5DRX5.UDI170-BID13_clean.fastq.gz,DBQ_AAYGOSTA_2_2_HJ5N5DRX5.UDI170-BID13_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,5942740,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040403,Roscoff_MarBlo_S2_230608–230904_MF100,ARMS_Roscoff_MarBloR2_20230608_20230904_MF100_s1_r1,EMOBON_ROSKOGO_MarBloR2_230608_230904_MF100,Batch4,18S rRNA (V1-V2),DBN_AAMB,DBP_AAMD,"61,3",108,"6620,4",DBN_AAMB,DBQ_AAYHOSTA_2_HJ5N5DRX5.UDI170-BID15,DBQ_AAYHOSTA_2_1_HJ5N5DRX5.UDI170-BID15_clean.fastq.gz,DBQ_AAYHOSTA_2_2_HJ5N5DRX5.UDI170-BID15_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,1552096,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040404,Roscoff_MarBlo_S2_230608–230904_MF500,ARMS_Roscoff_MarBloR2_20230608_20230904_MF500_s1_r1,EMOBON_ROSKOGO_MarBloR2_230608_230904_MF500,Batch4,18S rRNA (V1-V2),DBN_AAMC,DBP_AAME,"71,2",108,"7689,6",DBN_AAMC,DBQ_AAYIOSTA_2_HJ5N5DRX5.UDI170-BID16,DBQ_AAYIOSTA_2_1_HJ5N5DRX5.UDI170-BID16_clean.fastq.gz,DBQ_AAYIOSTA_2_2_HJ5N5DRX5.UDI170-BID16_clean.fastq.gz,CDW_AAJQ,CEB_DKL,CEB_DKM,4472400,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040405,Roscoff_MarBlo_S2_230608–230904_SFA,ARMS_Roscoff_MarBloR2_20230608_20230904_SF_s1_r1,EMOBON_ROSKOGO_MarBloR2_230608_230904_SFA,Batch4,18S rRNA (V1-V2),DBN_AAMD,DBP_AAPI,"2,79",108,"301,3",DBN_AAMD,DBQ_ABATOSTA_1_HJ5N5DRX5.UDI097-BID16,DBQ_ABATOSTA_1_1_HJ5N5DRX5.UDI097-BID16_clean.fastq.gz,DBQ_ABATOSTA_1_2_HJ5N5DRX5.UDI097-BID16_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,5127684,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040406,Roscoff_MarBlo_S3_230608–230904_MF100,ARMS_Roscoff_MarBloR3_20230608_20230904_MF100_s1_r1,EMOBON_ROSKOGO_MarBloR3_230608_230904_MF100,Batch4,18S rRNA (V1-V2),DBN_AAME,DBP_AAMG,"3,1",108,"334,8",DBN_AAME,DBQ_AAYJOSTA_1_HJ5N5DRX5.UDI109-BID01,DBQ_AAYJOSTA_1_1_HJ5N5DRX5.UDI109-BID01_clean.fastq.gz,DBQ_AAYJOSTA_1_2_HJ5N5DRX5.UDI109-BID01_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,7146611,,ARMS organisms sample from station ROSKOGO,241031_JARVIS_HJ5N5DRX5
EMOBON040407,Roscoff_MarBlo_S3_230608–230904_MF500,ARMS_Roscoff_MarBloR3_20230608_20230904_MF500_s1_r1,EMOBON_ROSKOGO_MarBloR3_230608_230904_MF500,Batch4,18S rRNA (V1-V2),DBN_AAMF,DBP_AAMH,"94,6",108,"10216,8",DBN_AAMF,DBQ_AAYKOSTA_2_HGH7NDRX5.UDI121-BID01,DBQ_AAYKOSTA_2_1_HGH7NDRX5.UDI121-BID01_clean.fastq.gz,DBQ_AAYKOSTA_2_2_HGH7NDRX5.UDI121-BID01_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,5826752,,ARMS organisms sample from station ROSKOGO,240910_JARVIS_HGH7NDRX5
EMOBON040408,Roscoff_MarBlo_S3_230608–230904_SFA,ARMS_Roscoff_MarBloR3_20230608_20230904_SF_s1_r1,EMOBON_ROSKOGO_MarBloR3_230608_230904_SFA,Batch4,18S rRNA (V1-V2),DBN_AAMG,DBP_AAMI,"7,33",108,"791,6",DBN_AAMG,DBQ_AAYLOSTA_2_HGH7NDRX5.UDI133-BID01,DBQ_AAYLOSTA_2_1_HGH7NDRX5.UDI133-BID01_clean.fastq.gz,DBQ_AAYLOSTA_2_2_HGH7NDRX5.UDI133-BID01_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,7791780,,ARMS organisms sample from station ROSKOGO,240910_JARVIS_HGH7NDRX5
EMOBON040413,ARMS_TZS_ANG1_220622-221122_SF40_ETOH_(1),ARMS_TZS_Angbat1_20220622_20221122_ETOH_SF40_s1_r1,EMOBON_TZS_Angbat1_220622_221122_SF40_ETOH,Batch4,18S rRNA (V1-V2),DBN_AAMH,DBP_AAMJ,"10,13",108,1094,DBN_AAMH,DBQ_AAYMOSTA_2_HGH7NDRX5.UDI145-BID01,DBQ_AAYMOSTA_2_1_HGH7NDRX5.UDI145-BID01_clean.fastq.gz,DBQ_AAYMOSTA_2_2_HGH7NDRX5.UDI145-BID01_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,4715907,,ARMS organisms sample from station TZS,240910_JARVIS_HGH7NDRX5
EMOBON040414,ARMS_TZS_ANG1_220622-221122_MF100_ETOH_(1),ARMS_TZS_Angbat1_20220622_20221122_ETOH_MF100_s1_r1,EMOBON_TZS_Angbat1_220622_221122_MF100_ETOH,Batch4,18S rRNA (V1-V2),DBN_AAMI,DBP_AAMK,"24,8",108,"2678,4",DBN_AAMI,DBQ_ABFVOSTA_2_HGH7NDRX5.UDI181-BID04,DBQ_ABFVOSTA_2_1_HGH7NDRX5.UDI181-BID04_clean.fastq.gz,DBQ_ABFVOSTA_2_2_HGH7NDRX5.UDI181-BID04_clean.fastq.gz,CDW_AAJQ,CEB_DKZ,CEB_DLA,12829486,,ARMS organisms sample from station TZS,240910_JARVIS_HGH7NDRX5
EMOBON040415,ARMS_TZS_ANG1_220622-221122_MF500_ETOH,ARMS_TZS_Angbat1_20220622_20221122_ETOH_MF500_s1_r1,EMOBON_TZS_Angbat1_220622_221122_MF500_ETOH,Batch4,18S rRNA (V1-V2),DBN_AAMJ,DBP_AAML,"48,1",108,"5194,8",DBN_AAMJ,DBQ_ABGXOSTA_2_HJ5N5DRX5.UDI343-BID02,DBQ_ABGXOSTA_2_1_HJ5N5DRX5.UDI343-BID02_clean.fastq.gz,DBQ_ABGXOSTA_2_2_HJ5N5DRX5.UDI343-BID02_clean.fastq.gz,CDW_AAJQ,CEB_DMN,CEB_DMO,6928493,,ARMS organisms sample from station TZS,241031_JARVIS_HJ5N5DRX5
EMOBON040416,ARMS_TZS_ANG2_220622-221123_SF40_ETOH_(1),ARMS_TZS_Angbat2_20220622_20221123_ETOH_SF40_s1_r1,EMOBON_TZS_Angbat2_220622_221123_SF40_ETOH,Batch4,18S rRNA (V1-V2),DBN_AAMK,DBP_AAMM,"9,05",108,"977,4",DBN_AAMK,DBQ_AAYPOSTA_1_HJ5N5DRX5.UDI097-BID02,DBQ_AAYPOSTA_1_1_HJ5N5DRX5.UDI097-BID02_clean.fastq.gz,DBQ_AAYPOSTA_1_2_HJ5N5DRX5.UDI097-BID02_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,2406311,,ARMS organisms sample from station TZS,241031_JARVIS_HJ5N5DRX5
EMOBON040417,ARMS_TZS_ANG2_220622-221123_MF100_ETOH_(1),ARMS_TZS_Angbat2_20220622_20221123_ETOH_MF100_s1_r1,EMOBON_TZS_Angbat2_220622_221123_MF100_ETOH,Batch4,18S rRNA (V1-V2),DBN_AAML,DBP_AAMN,56,108,6048,DBN_AAML,DBQ_AAYQOSTA_1_HJ5N5DRX5.UDI109-BID02,DBQ_AAYQOSTA_1_1_HJ5N5DRX5.UDI109-BID02_clean.fastq.gz,DBQ_AAYQOSTA_1_2_HJ5N5DRX5.UDI109-BID02_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,2581222,,ARMS organisms sample from station TZS,241031_JARVIS_HJ5N5DRX5
EMOBON040418,ARMS_TZS_ANG2_220622-221122_MF500_ETOH,ARMS_TZS_Angbat2_20220622_20221123_ETOH_MF500_s1_r1,EMOBON_TZS_Angbat2_220622_221122_MF500_ETOH,Batch4,18S rRNA (V1-V2),DBN_AAMM,DBP_AAMO,"47,2",108,"5097,6",DBN_AAMM,DBQ_AAYROSTA_2_HGH7NDRX5.UDI121-BID02,DBQ_AAYROSTA_2_1_HGH7NDRX5.UDI121-BID02_clean.fastq.gz,DBQ_AAYROSTA_2_2_HGH7NDRX5.UDI121-BID02_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,2450897,,ARMS organisms sample from station TZS,240910_JARVIS_HGH7NDRX5
EMOBON040419,ARMS_TZS_ANG3_220622-221124_SF40_ETOH_(1),ARMS_TZS_Angbat3_20220622_20221124_ETOH_SF40_s1_r1,EMOBON_TZS_Angbat3_220622_221124_SF40_ETOH,Batch4,18S rRNA (V1-V2),DBN_AAMN,DBP_AAMP,"10,8",108,"1166,4",DBN_AAMN,DBQ_AAYSOSTA_2_HGH7NDRX5.UDI133-BID02,DBQ_AAYSOSTA_2_1_HGH7NDRX5.UDI133-BID02_clean.fastq.gz,DBQ_AAYSOSTA_2_2_HGH7NDRX5.UDI133-BID02_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,4116235,,ARMS organisms sample from station TZS,240910_JARVIS_HGH7NDRX5
EMOBON040420,ARMS_TZS_ANG3_220622-221124_MF100_ETOH_(1),ARMS_TZS_Angbat3_20220622_20221124_ETOH_MF100_s1_r1,EMOBON_TZS_Angbat3_220622_221124_MF100_ETOH,Batch4,18S rRNA (V1-V2),DBN_AAMO,DBP_AAMQ,"47,4",108,"5119,2",DBN_AAMO,DBQ_AAYTOSTA_2_HGH7NDRX5.UDI145-BID02,DBQ_AAYTOSTA_2_1_HGH7NDRX5.UDI145-BID02_clean.fastq.gz,DBQ_AAYTOSTA_2_2_HGH7NDRX5.UDI145-BID02_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,2659831,,ARMS organisms sample from station TZS,240910_JARVIS_HGH7NDRX5
EMOBON040421,ARMS_TZS_ANG3_220622-221124_MF500_ETOH,ARMS_TZS_Angbat3_20220622_20221124_ETOH_MF500_s1_r1,EMOBON_TZS_Angbat3_220622_221124_MF500_ETOH,Batch4,18S rRNA (V1-V2),DBN_AAMP,DBP_AAMR,"33,5",108,3618,DBN_AAMP,DBQ_AAYUOSTA_2_HGH7NDRX5.UDI157-BID02,DBQ_AAYUOSTA_2_1_HGH7NDRX5.UDI157-BID02_clean.fastq.gz,DBQ_AAYUOSTA_2_2_HGH7NDRX5.UDI157-BID02_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,2900885,,ARMS organisms sample from station TZS,240910_JARVIS_HGH7NDRX5
EMOBON040422,EMOBON_TZS_ANG_Ha_220630_230607_SF40_ETOH_(4),ARMS_TZS_Angbat_20220630_20230607_ETOH_SF40_s1_r1,EMOBON_TZS_Angbat_Ha_220630_230607_SF40_ETOH_1,Batch4,18S rRNA (V1-V2),DBN_AAMQ,DBP_AAMS,"80,8",108,"8726,4",DBN_AAMQ,DBQ_AAYVOSTA_2_HGH7NDRX5.UDI169-BID02,DBQ_AAYVOSTA_2_1_HGH7NDRX5.UDI169-BID02_clean.fastq.gz,DBQ_AAYVOSTA_2_2_HGH7NDRX5.UDI169-BID02_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,3612363,,ARMS organisms sample from station TZS,240910_JARVIS_HGH7NDRX5
EMOBON040423,EMOBON_TZS_ANG_Ha_220630_230607_SF40_ETOH_(5),ARMS_TZS_Angbat_20220630_20230607_ETOH_SF40_s2_r1,EMOBON_TZS_Angbat_Ha_220630_230607_SF40_ETOH_2,Batch4,18S rRNA (V1-V2),DBN_AAMR,DBP_AAMT,"55,2",108,"5961,6",DBN_AAMR,DBQ_AAYWOSTA_1_HJ5N5DRX5.UDI097-BID04,DBQ_AAYWOSTA_1_1_HJ5N5DRX5.UDI097-BID04_clean.fastq.gz,DBQ_AAYWOSTA_1_2_HJ5N5DRX5.UDI097-BID04_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,3533378,,ARMS organisms sample from station TZS,241031_JARVIS_HJ5N5DRX5
EMOBON040424,EMOBON_TZS_ANG_Ha_220630_230607_MF100_ETOH_(1),ARMS_TZS_Angbat_20220630_20230607_ETOH_MF100_s1_r1,EMOBON_TZS_Angbat_Ha_220630_230607_MF100_ETOH_1,Batch4,18S rRNA (V1-V2),DBN_AAMS,DBP_AAMU,"62,2",108,"6717,6",DBN_AAMS,DBQ_AAYXOSTA_1_HJ5N5DRX5.UDI109-BID04,DBQ_AAYXOSTA_1_1_HJ5N5DRX5.UDI109-BID04_clean.fastq.gz,DBQ_AAYXOSTA_1_2_HJ5N5DRX5.UDI109-BID04_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,4575692,,ARMS organisms sample from station TZS,241031_JARVIS_HJ5N5DRX5
EMOBON040425,EMOBON_TZS_ANG_Ha_220630_230607_MF100_ETOH_(2),ARMS_TZS_Angbat_20220630_20230607_ETOH_MF100_s2_r1,EMOBON_TZS_Angbat_Ha_220630_230607_MF100_ETOH_2,Batch4,18S rRNA (V1-V2),DBN_AAMT,DBP_AAMV,"73,9",108,"7981,2",DBN_AAMT,DBQ_AAYYOSTA_2_HGH7NDRX5.UDI121-BID04,DBQ_AAYYOSTA_2_1_HGH7NDRX5.UDI121-BID04_clean.fastq.gz,DBQ_AAYYOSTA_2_2_HGH7NDRX5.UDI121-BID04_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,3821424,,ARMS organisms sample from station TZS,240910_JARVIS_HGH7NDRX5
EMOBON040426,EMOBON_TZS_ANG_Ha_220630_230607_MF500_ETOH_(1),ARMS_TZS_Angbat_20220630_20230607_ETOH_MF500_s1_r1,EMOBON_TZS_Angbat_Ha_220630_230607_MF500_ETOH_1,Batch4,18S rRNA (V1-V2),DBN_AAMU,DBP_AAMW,"83,9",108,"9061,2",DBN_AAMU,DBQ_AAYZOSTA_2_HGH7NDRX5.UDI133-BID04,DBQ_AAYZOSTA_2_1_HGH7NDRX5.UDI133-BID04_clean.fastq.gz,DBQ_AAYZOSTA_2_2_HGH7NDRX5.UDI133-BID04_clean.fastq.gz,CDW_AAJQ,CEB_DKN,CEB_DKO,5154461,,ARMS organisms sample from station TZS,240910_JARVIS_HGH7NDRX5
